1367,553,アネモネ,ｱﾈﾓﾈ           
1367,554,アメフト,ｱﾒﾌﾄ           
1367,555,アロエ,ｱﾛｴ            
1367,556,サフラン,ｻﾌﾗﾝ           
1367,557,スモウ,ｽﾓｳ            
1367,558,せいらん,ｾｲﾗﾝ           
1367,559,ナツメ,ﾅﾂﾒ            
1367,560,モミ,ﾓﾐ             
1367,561,ライチ,ﾗｲﾁ            
1367,562,ワシ,ﾜｼ             
1367,563,アイガモ,ｱｲｶﾞﾓ          
1367,564,アシタバ,ｱｼﾀﾊﾞ          
1367,565,アズキ,ｱｽﾞｷ           
1367,566,アマリリス,ｱﾏﾘﾘｽ          
1367,567,エキデン,ｴｷﾃﾞﾝ          
1367,568,おりべ,ｵﾘﾍﾞ           
1367,569,オレガノ,ｵﾚｶﾞﾉ          
1367,570,カッコウ,ｶﾂｺｳ           
1367,571,カヌー,ｶﾇ-            
1367,572,キキョウ,ｷｷﾖｳ           
1367,573,クジラ,ｸｼﾞﾗ           
1367,574,コムギ,ｺﾑｷﾞ           
1367,575,スダチ,ｽﾀﾞﾁ           
1367,576,スピカ,ｽﾋﾟｶ           
1367,577,パセリ,ﾊﾟｾﾘ           
1367,578,ヒバリ,ﾋﾊﾞﾘ           
1367,579,ペリカン,ﾍﾟﾘｶﾝ          
1367,580,ムクドリ,ﾑｸﾄﾞﾘ          
1367,581,ユズ,ﾕｽﾞ            
1367,582,アルタイル,ｱﾙﾀｲﾙ          
1367,583,アンタレス,ｱﾝﾀﾚｽ          
1367,584,カボチャ,ｶﾎﾞﾁﾔ          
1367,585,グアバ,ｸﾞｱﾊﾞ          
1367,586,クリケット,ｸﾘｹﾂﾄ          
1367,587,サクランボ,ｻｸﾗﾝﾎﾞ         
1367,588,ソメイヨシノ,ｿﾒｲﾖｼﾉ         
1367,589,デネブ,ﾃﾞﾈﾌﾞ          
1367,590,ナッジ,ﾅﾂｼﾞ         
1367,591,バジル,ﾊﾞｼﾞﾙ          
1367,592,ホトトギス,ﾎﾄﾄｷﾞｽ         
1367,593,ヤマザクラ,ﾔﾏｻﾞｸﾗ         
1367,594,アーモンド,ｱ-ﾓﾝﾄﾞ         
1367,595,クライミング,ｸﾗｲﾐﾝｸﾞ        
1367,596,フジザクラ,ﾌｼﾞｻﾞｸﾗ        
1367,597,カノープス,ｶﾉ-ﾌﾟｽ         
1367,598,メルキュリー,ﾒﾙｷﾕﾘ-         
1367,599,ローズマリー,ﾛ-ｽﾞﾏﾘ-        
1367,600,アルデバラン,ｱﾙﾃﾞﾊﾞﾗﾝ       
1373,600,フジヤマ,ﾌｼﾞﾔﾏ          
1374,182,ＢＡＮＫブルー,ﾊﾞﾝｸﾌﾞﾙ-       
1374,183,ＢＡＮＫスカイ,ﾊﾞﾝｸｽｶｲ        
1402,803,インベストメントバンキング,ｲﾝﾍﾞｽﾄﾒﾝﾄﾊﾞﾝｸ  
1429,163,イーネット,ｲ-ﾈﾂﾄ          
1429,164,ローソン,ﾛ-ｿﾝ           
1438,913,新宿,ｼﾝｼﾞﾕｸ         
1475,015,麻生,ｱｻﾌﾞ           
1481,019,札幌中央,ｻﾂﾎﾟﾛﾁﾕｳｵｳ
1482,027,白石,ｼﾛｲｼ
1505,015,登米,ﾄﾒ             
1538,017,袖ヶ浦,ｿﾃﾞｶﾞｳﾗ        
1541,040,横浜西口,ﾖｺﾊﾏﾆｼｸﾞﾁ      
1559,046,原宿,ﾊﾗｼﾞﾕｸ         
1568,060,板橋南営業センター,ｲﾀﾊﾞｼﾐﾅﾐｴｲｷﾞﾖｳ 
1559,050,八重洲口営業部,ﾔｴｽｸﾞﾁ 
1606,144,菊川,ｷｸｶﾞﾜ          
1621,105,つむぎ出張所,ﾂﾑｷﾞ           
1624,21,常滑,ﾄｺﾅﾒ           
1629,58,常滑,ﾄｺﾅﾒ           
1642,153,茨木,ｲﾊﾞﾗｷ          
1642,154,学園前,ｶﾞｸｴﾝﾏｴ        
1642,155,寝屋川,ﾈﾔｶﾞﾜ          
1643,090,丹波,ﾀﾝﾊﾞ           
1645,029,上本町,ｳｴﾎﾝﾏﾁ         
1645,030,阪急茨木,ﾊﾝｷﾕｳｲﾊﾞﾗｷ     
1646,201,尼崎,ｱﾏｶﾞｻｷ         
1647,23,新大阪,ｼﾝｵｵｻｶ         
1656,30,法人営業部,ﾎｳｼﾞﾝ          
1664,27,網干,ｱﾎﾞｼ           
1683,22,フジグラン三原出張所,ﾌｼﾞｸﾞﾗﾝﾐﾊﾗ     
1702,20,福岡地行,ﾌｸｵｶｼﾞｷﾞﾖｳ     
1705,50,おんしんネット,ｵﾝｼﾝﾈﾂﾄ        
1708,9,松浦,ﾏﾂｳﾗ           
1721,55,インターネット,ｲﾝﾀ-ﾈﾂﾄ        
1737,30,あおば,ｱｵﾊﾞ           
1771,88,あおぞら,ｱｵｿﾞﾗ          
1780,87,みらい,ﾐﾗｲ            
1783,200,つばさ,ﾂﾊﾞｻ           
1844,25,熊本,ｸﾏﾓﾄ           
1867,43,合志,ｺｳｼ            
1868,59,大在,ｵｵｻﾞｲ
1914,11,馬路村代理店,ｳﾏｼﾞﾑﾗ         
2469,316,とす南出張所,ﾄｽﾐﾅﾐ          
2531,800,愛知,ｱｲﾁ            
2565,100,本店,ﾎﾝﾃﾝ           
2565,101,マーキュリー,ﾏ-ｷﾕﾘ-         
